No_month,year,month,States,Sum_of_Series_Complete_Yes,Sum_of_Administered_Dose1_Pop_Pct,Sum_of_Series_Complete_Pop_Pct,Sum_of_Series_Complete_Janssen,Sum_of_Series_Complete_Moderna,Sum_of_Series_Complete_Pfizer,Sum_of_Administered_Janssen,Sum_of_Administered_Moderna,Sum_of_Administered_Pfizer,Personal_income_average_monthly,COVID_death_rate,COVID-19,Death
6,2020,8,Illinois,0,0.0000,0.0000,0,0,0,0,0,0,5633,0.0275,475,17304
6,2020,8,Indiana,0,0.0000,0.0000,0,0,0,0,0,0,4303,0.0349,381,10928
6,2020,8,Iowa,0,0.0000,0.0000,0,0,0,0,0,0,4242,0.0521,261,5014
6,2020,8,Kansas,0,0.0000,0.0000,0,0,0,0,0,0,4195,0.0365,168,4602
6,2020,8,Kentucky,0,0.0000,0.0000,0,0,0,0,0,0,4086,0.0358,298,8322
6,2020,8,Louisiana,0,0.0000,0.0000,0,0,0,0,0,0,4190,0.1054,879,8336
6,2020,8,Maine,0,0.0000,0.0000,0,0,0,0,0,0,4138,0.0000,0,2390
6,2020,8,Maryland,0,0.0000,0.0000,0,0,0,0,0,0,5538,0.0322,264,8206
6,2020,8,Massachusetts,0,0.0000,0.0000,0,0,0,0,0,0,6959,0.0126,107,8487
6,2020,8,Michigan,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0147,230,15618
6,2020,8,Minnesota,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.0267,198,7428
6,2020,8,Mississippi,0,0.0000,0.0000,0,0,0,0,0,0,3475,0.1340,781,5827
6,2020,8,Missouri,0,0.0000,0.0000,0,0,0,0,0,0,4407,0.0418,476,11378
6,2020,8,Montana,0,0.0000,0.0000,0,0,0,0,0,0,3761,0.0270,48,1776
6,2020,8,Nebraska,0,0.0000,0.0000,0,0,0,0,0,0,4143,0.0306,84,2746
6,2020,8,Nevada,0,0.0000,0.0000,0,0,0,0,0,0,4472,0.1047,472,4508
6,2020,8,New Hampshire,0,0.0000,0.0000,0,0,0,0,0,0,5170,0.0059,11,1880
6,2020,8,New Jersey,0,0.0000,0.0000,0,0,0,0,0,0,6309,0.0139,154,11116
6,2020,8,New Mexico,0,0.0000,0.0000,0,0,0,0,0,0,4000,0.0259,80,3085
6,2020,8,New York,0,0.0000,0.0000,0,0,0,0,0,0,7336,0.0102,235,22972
6,2020,8,North Carolina,0,0.0000,0.0000,0,0,0,0,0,0,4732,0.0523,900,17224
6,2020,8,North Dakota,0,0.0000,0.0000,0,0,0,0,0,0,4533,0.0108,13,1200
6,2020,8,Ohio,0,0.0000,0.0000,0,0,0,0,0,0,4606,0.0386,780,20196
6,2020,8,Oklahoma,0,0.0000,0.0000,0,0,0,0,0,0,4104,0.0512,341,6664
6,2020,8,Oregon,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0207,122,5896
6,2020,8,Pennsylvania,0,0.0000,0.0000,0,0,0,0,0,0,5092,0.0237,498,21038
6,2020,8,Rhode Island,0,0.0000,0.0000,0,0,0,0,0,0,4905,0.0189,29,1532
6,2020,8,South Carolina,0,0.0000,0.0000,0,0,0,0,0,0,3995,0.1057,998,9444
6,2020,8,South Dakota,0,0.0000,0.0000,0,0,0,0,0,0,3904,0.0236,34,1442
6,2020,8,Tennessee,0,0.0000,0.0000,0,0,0,0,0,0,4446,0.0546,733,13428
6,2020,8,Texas,0,0.0000,0.0000,0,0,0,0,0,0,5334,0.1373,5146,37480
6,2020,8,Utah,0,0.0000,0.0000,0,0,0,0,0,0,4450,0.0258,82,3178
6,2020,8,Vermont,0,0.0000,0.0000,0,0,0,0,0,0,4247,0.0000,0,905
6,2020,8,Virginia,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.0391,461,11796
6,2020,8,Washington,0,0.0000,0.0000,0,0,0,0,0,0,6119,0.0298,282,9462
6,2020,8,West Virginia,0,0.0000,0.0000,0,0,0,0,0,0,3917,0.0254,96,3773
6,2020,8,Wisconsin,0,0.0000,0.0000,0,0,0,0,0,0,4368,0.0215,187,8694
6,2020,8,Wyoming,0,0.0000,0.0000,0,0,0,0,0,0,4156,0.0000,0,792
7,2020,9,Alabama,0,0.0000,0.0000,0,0,0,0,0,0,4212,0.0483,561,11616
7,2020,9,Alaska,0,0.0000,0.0000,0,0,0,0,0,0,4905,0.0000,0,934
7,2020,9,Arizona,0,0.0000,0.0000,0,0,0,0,0,0,4754,0.0211,265,12546
7,2020,9,Arkansas,0,0.0000,0.0000,0,0,0,0,0,0,4000,0.0535,421,7862
7,2020,9,California,0,0.0000,0.0000,0,0,0,0,0,0,6318,0.0371,2058,55433
7,2020,9,Colorado,0,0.0000,0.0000,0,0,0,0,0,0,5560,0.0128,108,8452
7,2020,9,Connecticut,0,0.0000,0.0000,0,0,0,0,0,0,6522,0.0043,27,6338
7,2020,9,Delaware,0,0.0000,0.0000,0,0,0,0,0,0,5391,0.0052,10,1940
7,2020,9,Florida,0,0.0000,0.0000,0,0,0,0,0,0,4550,0.0462,2019,43715
7,2020,9,Georgia,0,0.0000,0.0000,0,0,0,0,0,0,5009,0.0498,961,19278
7,2020,9,Hawaii,0,0.0000,0.0000,0,0,0,0,0,0,4472,0.0535,120,2242
7,2020,9,Idaho,0,0.0000,0.0000,0,0,0,0,0,0,3744,0.0330,107,3238
7,2020,9,Illinois,0,0.0000,0.0000,0,0,0,0,0,0,5633,0.0238,547,22994
7,2020,9,Indiana,0,0.0000,0.0000,0,0,0,0,0,0,4303,0.0274,410,14980
7,2020,9,Iowa,0,0.0000,0.0000,0,0,0,0,0,0,4242,0.0342,246,7188
7,2020,9,Kansas,0,0.0000,0.0000,0,0,0,0,0,0,4195,0.0354,217,6122
7,2020,9,Kentucky,0,0.0000,0.0000,0,0,0,0,0,0,4086,0.0256,282,11004
7,2020,9,Louisiana,0,0.0000,0.0000,0,0,0,0,0,0,4190,0.0414,416,10060
7,2020,9,Maine,0,0.0000,0.0000,0,0,0,0,0,0,4138,0.0000,0,2760
7,2020,9,Maryland,0,0.0000,0.0000,0,0,0,0,0,0,5538,0.0170,183,10766
7,2020,9,Massachusetts,0,0.0000,0.0000,0,0,0,0,0,0,6959,0.0085,95,11220
7,2020,9,Michigan,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0101,213,21164
7,2020,9,Minnesota,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.0233,231,9914
7,2020,9,Mississippi,0,0.0000,0.0000,0,0,0,0,0,0,3475,0.0617,439,7113
7,2020,9,Missouri,0,0.0000,0.0000,0,0,0,0,0,0,4407,0.0430,667,15520
7,2020,9,Montana,0,0.0000,0.0000,0,0,0,0,0,0,3761,0.0292,80,2744
7,2020,9,Nebraska,0,0.0000,0.0000,0,0,0,0,0,0,4143,0.0257,103,4010
7,2020,9,Nevada,0,0.0000,0.0000,0,0,0,0,0,0,4472,0.0404,225,5568
7,2020,9,New Hampshire,0,0.0000,0.0000,0,0,0,0,0,0,5170,0.0000,0,2350
7,2020,9,New Jersey,0,0.0000,0.0000,0,0,0,0,0,0,6309,0.0093,130,13950
7,2020,9,New Mexico,0,0.0000,0.0000,0,0,0,0,0,0,4000,0.0086,35,4070
7,2020,9,New York,0,0.0000,0.0000,0,0,0,0,0,0,7336,0.0067,203,30099
7,2020,9,North Carolina,0,0.0000,0.0000,0,0,0,0,0,0,4732,0.0429,906,21103
7,2020,9,North Dakota,0,0.0000,0.0000,0,0,0,0,0,0,4533,0.0503,106,2108
7,2020,9,Ohio,0,0.0000,0.0000,0,0,0,0,0,0,4606,0.0235,628,26742
7,2020,9,Oklahoma,0,0.0000,0.0000,0,0,0,0,0,0,4104,0.0373,347,9306
7,2020,9,Oregon,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0095,71,7504
7,2020,9,Pennsylvania,0,0.0000,0.0000,0,0,0,0,0,0,5092,0.0151,411,27286
7,2020,9,Rhode Island,0,0.0000,0.0000,0,0,0,0,0,0,4905,0.0173,35,2020
7,2020,9,South Carolina,0,0.0000,0.0000,0,0,0,0,0,0,3995,0.0520,593,11414
7,2020,9,South Dakota,0,0.0000,0.0000,0,0,0,0,0,0,3904,0.0473,101,2134
7,2020,9,Tennessee,0,0.0000,0.0000,0,0,0,0,0,0,4446,0.0390,695,17828
7,2020,9,Texas,0,0.0000,0.0000,0,0,0,0,0,0,5334,0.0489,2329,47637
7,2020,9,Utah,0,0.0000,0.0000,0,0,0,0,0,0,4450,0.0141,61,4324
7,2020,9,Vermont,0,0.0000,0.0000,0,0,0,0,0,0,4247,0.0000,0,1135
7,2020,9,Virginia,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.0310,464,14968
7,2020,9,Washington,0,0.0000,0.0000,0,0,0,0,0,0,6119,0.0142,166,11686
7,2020,9,West Virginia,0,0.0000,0.0000,0,0,0,0,0,0,3917,0.0215,99,4598
7,2020,9,Wisconsin,0,0.0000,0.0000,0,0,0,0,0,0,4368,0.0164,210,12810
7,2020,9,Wyoming,0,0.0000,0.0000,0,0,0,0,0,0,4156,0.0000,0,1076
8,2020,10,Alabama,0,0.0000,0.0000,0,0,0,0,0,0,4212,0.0538,554,10294
8,2020,10,Alaska,0,0.0000,0.0000,0,0,0,0,0,0,4905,0.0256,22,860
8,2020,10,Arizona,0,0.0000,0.0000,0,0,0,0,0,0,4754,0.0219,250,11414
8,2020,10,Arkansas,0,0.0000,0.0000,0,0,0,0,0,0,4000,0.0901,618,6862
8,2020,10,California,0,0.0000,0.0000,0,0,0,0,0,0,6318,0.0296,1455,49201
8,2020,10,Colorado,0,0.0000,0.0000,0,0,0,0,0,0,5560,0.0280,246,8790
8,2020,10,Connecticut,0,0.0000,0.0000,0,0,0,0,0,0,6522,0.0244,142,5814
8,2020,10,Delaware,0,0.0000,0.0000,0,0,0,0,0,0,5391,0.0523,81,1548
8,2020,10,Florida,0,0.0000,0.0000,0,0,0,0,0,0,4550,0.0390,1404,35970
8,2020,10,Georgia,0,0.0000,0.0000,0,0,0,0,0,0,5009,0.0475,772,16236
8,2020,10,Hawaii,0,0.0000,0.0000,0,0,0,0,0,0,4472,0.0366,65,1774
8,2020,10,Idaho,0,0.0000,0.0000,0,0,0,0,0,0,3744,0.0557,176,3158
8,2020,10,Illinois,0,0.0000,0.0000,0,0,0,0,0,0,5633,0.0451,1077,23878
8,2020,10,Indiana,0,0.0000,0.0000,0,0,0,0,0,0,4303,0.0596,873,14654
8,2020,10,Iowa,0,0.0000,0.0000,0,0,0,0,0,0,4242,0.0701,520,7416
8,2020,10,Kansas,0,0.0000,0.0000,0,0,0,0,0,0,4195,0.0683,409,5984
8,2020,10,Kentucky,0,0.0000,0.0000,0,0,0,0,0,0,4086,0.0495,494,9976
8,2020,10,Louisiana,0,0.0000,0.0000,0,0,0,0,0,0,4190,0.0384,327,8520
8,2020,10,Maine,0,0.0000,0.0000,0,0,0,0,0,0,4138,0.0000,0,2586
8,2020,10,Maryland,0,0.0000,0.0000,0,0,0,0,0,0,5538,0.0259,238,9206
8,2020,10,Massachusetts,0,0.0000,0.0000,0,0,0,0,0,0,6959,0.0197,193,9821
8,2020,10,Michigan,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0288,578,20083
8,2020,10,Minnesota,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.0484,488,10090
8,2020,10,Mississippi,0,0.0000,0.0000,0,0,0,0,0,0,3475,0.0581,361,6215
8,2020,10,Missouri,0,0.0000,0.0000,0,0,0,0,0,0,4407,0.0757,1120,14790
8,2020,10,Montana,0,0.0000,0.0000,0,0,0,0,0,0,3761,0.1097,271,2470
8,2020,10,Nebraska,0,0.0000,0.0000,0,0,0,0,0,0,4143,0.0642,277,4312
8,2020,10,Nevada,0,0.0000,0.0000,0,0,0,0,0,0,4472,0.0325,168,5168
8,2020,10,New Hampshire,0,0.0000,0.0000,0,0,0,0,0,0,5170,0.0164,35,2134
8,2020,10,New Jersey,0,0.0000,0.0000,0,0,0,0,0,0,6309,0.0210,276,13139
8,2020,10,New Mexico,0,0.0000,0.0000,0,0,0,0,0,0,4000,0.0347,156,4498
8,2020,10,New York,0,0.0000,0.0000,0,0,0,0,0,0,7336,0.0160,421,26264
8,2020,10,North Carolina,0,0.0000,0.0000,0,0,0,0,0,0,4732,0.0540,980,18153
8,2020,10,North Dakota,0,0.0000,0.0000,0,0,0,0,0,0,4533,0.1488,299,2010
8,2020,10,Ohio,0,0.0000,0.0000,0,0,0,0,0,0,4606,0.0379,980,25844
8,2020,10,Oklahoma,0,0.0000,0.0000,0,0,0,0,0,0,4104,0.0684,600,8778
8,2020,10,Oregon,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0187,126,6756
8,2020,10,Pennsylvania,0,0.0000,0.0000,0,0,0,0,0,0,5092,0.0276,723,26240
8,2020,10,Rhode Island,0,0.0000,0.0000,0,0,0,0,0,0,4905,0.0470,87,1852
8,2020,10,South Carolina,0,0.0000,0.0000,0,0,0,0,0,0,3995,0.0507,479,9454
8,2020,10,South Dakota,0,0.0000,0.0000,0,0,0,0,0,0,3904,0.0951,254,2670
8,2020,10,Tennessee,0,0.0000,0.0000,0,0,0,0,0,0,4446,0.0625,958,15336
8,2020,10,Texas,0,0.0000,0.0000,0,0,0,0,0,0,5334,0.0653,2857,43740
8,2020,10,Utah,0,0.0000,0.0000,0,0,0,0,0,0,4450,0.0460,181,3932
8,2020,10,Vermont,0,0.0000,0.0000,0,0,0,0,0,0,4247,0.0000,0,923
8,2020,10,Virginia,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.0372,474,12748
8,2020,10,Washington,0,0.0000,0.0000,0,0,0,0,0,0,6119,0.0226,233,10316
8,2020,10,West Virginia,0,0.0000,0.0000,0,0,0,0,0,0,3917,0.0307,132,4294
8,2020,10,Wisconsin,0,0.0000,0.0000,0,0,0,0,0,0,4368,0.0741,979,13220
8,2020,10,Wyoming,0,0.0000,0.0000,0,0,0,0,0,0,4156,0.0640,65,1016
9,2020,11,Alabama,0,0.0000,0.0000,0,0,0,0,0,0,4212,0.0618,762,12326
9,2020,11,Alaska,0,0.0000,0.0000,0,0,0,0,0,0,4905,0.0573,51,890
9,2020,11,Arizona,0,0.0000,0.0000,0,0,0,0,0,0,4754,0.0529,846,16004
9,2020,11,Arkansas,0,0.0000,0.0000,0,0,0,0,0,0,4000,0.1127,835,7410
9,2020,11,California,0,0.0000,0.0000,0,0,0,0,0,0,6318,0.0366,2567,70162
9,2020,11,Colorado,0,0.0000,0.0000,0,0,0,0,0,0,5560,0.1154,1111,9627
9,2020,11,Connecticut,0,0.0000,0.0000,0,0,0,0,0,0,6522,0.0713,492,6900
9,2020,11,Delaware,0,0.0000,0.0000,0,0,0,0,0,0,5391,0.0428,89,2080
9,2020,11,Florida,0,0.0000,0.0000,0,0,0,0,0,0,4550,0.0440,1765,40150
9,2020,11,Georgia,0,0.0000,0.0000,0,0,0,0,0,0,5009,0.0535,986,18426
9,2020,11,Hawaii,0,0.0000,0.0000,0,0,0,0,0,0,4472,0.0064,11,1712
9,2020,11,Idaho,0,0.0000,0.0000,0,0,0,0,0,0,3744,0.1225,374,3052
9,2020,11,Illinois,0,0.0000,0.0000,0,0,0,0,0,0,5633,0.1305,3340,25592
9,2020,11,Indiana,0,0.0000,0.0000,0,0,0,0,0,0,4303,0.1247,2028,16260
9,2020,11,Iowa,0,0.0000,0.0000,0,0,0,0,0,0,4242,0.2077,1506,7252
9,2020,11,Kansas,0,0.0000,0.0000,0,0,0,0,0,0,4195,0.1282,903,7046
9,2020,11,Kentucky,0,0.0000,0.0000,0,0,0,0,0,0,4086,0.0934,1052,11268
9,2020,11,Louisiana,0,0.0000,0.0000,0,0,0,0,0,0,4190,0.0501,480,9576
9,2020,11,Maine,0,0.0000,0.0000,0,0,0,0,0,0,4138,0.0309,83,2686
9,2020,11,Maryland,0,0.0000,0.0000,0,0,0,0,0,0,5538,0.0579,626,10804
9,2020,11,Massachusetts,0,0.0000,0.0000,0,0,0,0,0,0,6959,0.0423,478,11311
9,2020,11,Michigan,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0940,2095,22294
9,2020,11,Minnesota,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.1421,1474,10376
9,2020,11,Mississippi,0,0.0000,0.0000,0,0,0,0,0,0,3475,0.0786,580,7379
9,2020,11,Missouri,0,0.0000,0.0000,0,0,0,0,0,0,4407,0.1338,2060,15398
9,2020,11,Montana,0,0.0000,0.0000,0,0,0,0,0,0,3761,0.1746,396,2268
9,2020,11,Nebraska,0,0.0000,0.0000,0,0,0,0,0,0,4143,0.2111,790,3742
9,2020,11,Nevada,0,0.0000,0.0000,0,0,0,0,0,0,4472,0.0765,518,6770
9,2020,11,New Hampshire,0,0.0000,0.0000,0,0,0,0,0,0,5170,0.0276,68,2467
9,2020,11,New Jersey,0,0.0000,0.0000,0,0,0,0,0,0,6309,0.0576,931,16170
9,2020,11,New Mexico,0,0.0000,0.0000,0,0,0,0,0,0,4000,0.1498,783,5228
9,2020,11,New York,0,0.0000,0.0000,0,0,0,0,0,0,7336,0.0376,1197,31810
9,2020,11,North Carolina,0,0.0000,0.0000,0,0,0,0,0,0,4732,0.0634,1276,20121
9,2020,11,North Dakota,0,0.0000,0.0000,0,0,0,0,0,0,4533,0.3134,551,1758
9,2020,11,Ohio,0,0.0000,0.0000,0,0,0,0,0,0,4606,0.0953,3071,32238
9,2020,11,Oklahoma,0,0.0000,0.0000,0,0,0,0,0,0,4104,0.1223,1244,10172
9,2020,11,Oregon,0,0.0000,0.0000,0,0,0,0,0,0,4775,0.0426,317,7448
9,2020,11,Pennsylvania,0,0.0000,0.0000,0,0,0,0,0,0,5092,0.0745,2564,34408
9,2020,11,Rhode Island,0,0.0000,0.0000,0,0,0,0,0,0,4905,0.0816,196,2402
9,2020,11,South Carolina,0,0.0000,0.0000,0,0,0,0,0,0,3995,0.0490,525,10708
9,2020,11,South Dakota,0,0.0000,0.0000,0,0,0,0,0,0,3904,0.3481,692,1988
9,2020,11,Tennessee,0,0.0000,0.0000,0,0,0,0,0,0,4446,0.0894,1595,17846
9,2020,11,Texas,0,0.0000,0.0000,0,0,0,0,0,0,5334,0.1086,5215,48022
9,2020,11,Utah,0,0.0000,0.0000,0,0,0,0,0,0,4450,0.0987,420,4256
9,2020,11,Vermont,0,0.0000,0.0000,0,0,0,0,0,0,4247,0.0000,0,1014
9,2020,11,Virginia,0,0.0000,0.0000,0,0,0,0,0,0,5343,0.0512,736,14384
9,2020,11,Washington,0,0.0000,0.0000,0,0,0,0,0,0,6119,0.0428,474,11078
9,2020,11,West Virginia,0,0.0000,0.0000,0,0,0,0,0,0,3917,0.0564,296,5246
9,2020,11,Wisconsin,0,0.0000,0.0000,0,0,0,0,0,0,4368,0.1731,2121,12250
9,2020,11,Wyoming,0,0.0000,0.0000,0,0,0,0,0,0,4156,0.1435,153,1066
10,2020,12,Alabama,0,0.0000,0.0000,0,0,0,0,8169,18542,4212,0.1232,1739,14116
10,2020,12,Alaska,0,0.0000,0.0000,0,0,0,0,1341,13205,4905,0.1038,83,800
10,2020,12,Arizona,0,0.0000,0.0000,0,0,0,0,7811,35853,4754,0.1607,3006,18708
10,2020,12,Arkansas,0,0.0000,0.0000,0,0,0,0,4858,28943,4000,0.1487,1122,7544
10,2020,12,California,0,0.0000,0.0000,0,0,0,0,42310,291063,6318,0.1515,13176,86983
10,2020,12,Colorado,0,0.0000,0.0000,0,0,0,0,30301,52393,5560,0.2088,1672,8008
10,2020,12,Connecticut,0,0.0000,0.0000,0,0,0,0,36821,31219,6522,0.1604,1082,6746
10,2020,12,Delaware,0,0.0000,0.0000,0,0,0,0,2147,7437,5391,0.1273,275,2160
10,2020,12,Florida,0,0.0000,0.0000,0,0,0,0,86741,126275,4550,0.0696,3142,45144
10,2020,12,Georgia,0,0.0000,0.0000,0,0,0,0,20241,54892,5009,0.0820,1914,23332
10,2020,12,Hawaii,0,0.0000,0.0000,0,0,0,0,5867,19125,4472,0.0000,0,1720
10,2020,12,Idaho,0,0.0000,0.0000,0,0,0,0,2512,11097,3744,0.1679,447,2662
10,2020,12,Illinois,0,0.0000,0.0000,0,0,0,0,31689,117166,5633,0.1947,4175,21444
10,2020,12,Indiana,0,0.0000,0.0000,0,0,0,0,3772,70579,4303,0.2051,3000,14624
10,2020,12,Iowa,0,0.0000,0.0000,0,0,0,0,28423,17166,4242,0.2163,1269,5868
10,2020,12,Kansas,0,0.0000,0.0000,0,0,0,0,3773,9935,4195,0.2267,1327,5854
10,2020,12,Kentucky,0,0.0000,0.0000,0,0,0,0,29234,23061,4086,0.1528,1611,10544
10,2020,12,Louisiana,0,0.0000,0.0000,0,0,0,0,4062,40288,4190,0.0946,1025,10836
10,2020,12,Maine,0,0.0000,0.0000,0,0,0,0,10593,12751,4138,0.0724,201,2776
10,2020,12,Maryland,0,0.0000,0.0000,0,0,0,0,17320,32984,5538,0.1374,1504,10949
10,2020,12,Massachusetts,0,0.0000,0.0000,0,0,0,0,21233,54969,6959,0.1077,1338,12422
10,2020,12,Michigan,0,0.0000,0.0000,0,0,0,0,9788,58610,4775,0.1729,3209,18560
10,2020,12,Minnesota,0,0.0000,0.0000,0,0,0,0,3864,57518,5343,0.2143,1753,8179
10,2020,12,Mississippi,0,0.0000,0.0000,0,0,0,0,6388,10497,3475,0.1374,1112,8096
10,2020,12,Missouri,0,0.0000,0.0000,0,0,0,0,14308,64733,4407,0.1688,2324,13770
10,2020,12,Montana,0,0.0000,0.0000,0,0,0,0,7158,10346,3761,0.1964,359,1828
10,2020,12,Nebraska,0,0.0000,0.0000,0,0,0,0,10556,16924,4143,0.1919,614,3200
10,2020,12,Nevada,0,0.0000,0.0000,0,0,0,0,6502,19143,4472,0.1847,1230,6658
10,2020,12,New Hampshire,0,0.0000,0.0000,0,0,0,0,14153,11211,5170,0.1123,271,2414
10,2020,12,New Jersey,0,0.0000,0.0000,0,0,0,0,24684,54153,6309,0.1446,2374,16422
10,2020,12,New Mexico,0,0.0000,0.0000,0,0,0,0,3758,26768,4000,0.2432,1035,4256
10,2020,12,New York,0,0.0000,0.0000,0,0,0,0,64721,133394,7336,0.1118,4072,36406
10,2020,12,North Carolina,0,0.0000,0.0000,0,0,0,0,18221,70625,4732,0.1070,2496,23324
10,2020,12,North Dakota,0,0.0000,0.0000,0,0,0,0,7377,8581,4533,0.3055,336,1100
10,2020,12,Ohio,0,0.0000,0.0000,0,0,0,0,57060,37062,4606,0.2212,6046,27334
10,2020,12,Oklahoma,0,0.0000,0.0000,0,0,0,0,8321,38288,4104,0.1988,2005,10088
10,2020,12,Oregon,0,0.0000,0.0000,0,0,0,0,8098,23285,4775,0.0824,568,6894
10,2020,12,Pennsylvania,0,0.0000,0.0000,0,0,0,0,36320,107061,5092,0.2134,6539,30648
10,2020,12,Rhode Island,0,0.0000,0.0000,0,0,0,0,2064,11102,4905,0.2272,508,2236
10,2020,12,South Carolina,0,0.0000,0.0000,0,0,0,0,940,49309,3995,0.0901,1173,13026
10,2020,12,South Dakota,0,0.0000,0.0000,0,0,0,0,10519,10635,3904,0.2740,422,1540
10,2020,12,Tennessee,0,0.0000,0.0000,0,0,0,0,27626,59703,4446,0.1476,2686,18198
10,2020,12,Texas,0,0.0000,0.0000,0,0,0,0,218650,299350,5334,0.1358,7551,55624
10,2020,12,Utah,0,0.0000,0.0000,0,0,0,0,6370,17925,4450,0.1314,525,3994
10,2020,12,Vermont,0,0.0000,0.0000,0,0,0,0,4326,7914,4247,0.0685,64,934
10,2020,12,Virginia,0,0.0000,0.0000,0,0,0,0,27359,52061,5343,0.0943,1540,16326
10,2020,12,Washington,0,0.0000,0.0000,0,0,0,0,11361,44079,6119,0.0854,932,10910
10,2020,12,West Virginia,0,0.0000,0.0000,0,0,0,0,11072,52991,3917,0.1439,754,5238
10,2020,12,Wisconsin,0,0.0000,0.0000,0,0,0,0,16772,36065,4368,0.1729,1765,10206
10,2020,12,Wyoming,0,0.0000,0.0000,0,0,0,0,838,3923,4156,0.1991,172,864
11,2021,1,Alabama,0,0.0000,0.0000,0,0,0,0,192746,161228,4316,0.2157,2405,11152
11,2021,1,Alaska,0,0.0000,0.0000,0,0,0,0,47231,72334,4875,0.0364,23,632
11,2021,1,Arizona,0,0.0000,0.0000,0,0,0,0,226937,367040,4983,0.2968,3997,13466
11,2021,1,Arkansas,0,0.0000,0.0000,0,0,0,0,114897,188878,4147,0.1806,1165,6452
11,2021,1,California,0,0.0000,0.0000,0,0,0,0,1518674,1766677,7033,0.3296,20015,60728
11,2021,1,Colorado,0,0.0000,0.0000,0,0,0,0,293769,275337,5785,0.1060,748,7058
11,2021,1,Connecticut,0,0.0000,0.0000,0,0,0,0,200874,235963,6825,0.1792,1018,5680
11,2021,1,Delaware,0,0.0000,0.0000,0,0,0,0,51896,48041,5477,0.1726,309,1790
11,2021,1,Florida,0,0.0000,0.0000,0,0,0,0,948508,1009801,4784,0.1188,4999,42076
11,2021,1,Georgia,0,0.0000,0.0000,0,0,0,0,494559,411513,5191,0.2089,3952,18918
11,2021,1,Hawaii,0,0.0000,0.0000,0,0,0,0,16661,18846,4728,0.0148,29,1964
11,2021,1,Idaho,0,0.0000,0.0000,0,0,0,0,66676,54143,3926,0.1036,251,2422
11,2021,1,Illinois,0,0.0000,0.0000,0,0,0,0,433553,577704,6010,0.1223,2399,19620
11,2021,1,Indiana,0,0.0000,0.0000,0,0,0,0,224273,382701,4446,0.1707,2056,12044
11,2021,1,Iowa,0,0.0000,0.0000,0,0,0,0,136684,115400,4351,0.1414,698,4938
11,2021,1,Kansas,0,0.0000,0.0000,0,0,0,0,111344,110103,4273,0.1881,914,4858
11,2021,1,Kentucky,0,0.0000,0.0000,0,0,0,0,224548,180143,4182,0.1488,1366,9180
11,2021,1,Louisiana,0,0.0000,0.0000,0,0,0,0,147175,296120,4234,0.1428,1323,9262
11,2021,1,Maine,0,0.0000,0.0000,0,0,0,0,72871,67467,4333,0.1007,237,2354
11,2021,1,Maryland,0,0.0000,0.0000,0,0,0,0,251642,253659,6006,0.1431,1406,9826
11,2021,1,Massachusetts,0,0.0000,0.0000,0,0,0,0,262495,316671,7505,0.1556,1704,10952
11,2021,1,Michigan,0,0.0000,0.0000,0,0,0,0,312505,664525,5005,0.1009,1723,17070
11,2021,1,Minnesota,0,0.0000,0.0000,0,0,0,0,175481,343181,5590,0.1056,796,7536
11,2021,1,Mississippi,0,0.0000,0.0000,0,0,0,0,134882,101284,3514,0.2001,1319,6592
11,2021,1,Missouri,0,0.0000,0.0000,0,0,0,0,122362,321932,4572,0.1466,1721,11736
11,2021,1,Montana,0,0.0000,0.0000,0,0,0,0,59852,44643,3965,0.1022,173,1692
11,2021,1,Nebraska,0,0.0000,0.0000,0,0,0,0,91836,85741,4290,0.1300,341,2624
11,2021,1,Nevada,0,0.0000,0.0000,0,0,0,0,122437,118641,4680,0.2152,1174,5456
11,2021,1,New Hampshire,0,0.0000,0.0000,0,0,0,0,69001,59285,5451,0.1494,308,2062
11,2021,1,New Jersey,0,0.0000,0.0000,0,0,0,0,431550,363415,6643,0.1642,2467,15022
11,2021,1,New Mexico,0,0.0000,0.0000,0,0,0,0,93072,170880,4151,0.1918,701,3654
11,2021,1,New York,0,0.0000,0.0000,0,0,0,0,923399,951852,8099,0.1905,6265,32886
11,2021,1,North Carolina,0,0.0000,0.0000,0,0,0,0,326180,625148,4927,0.1858,3640,19588
11,2021,1,North Dakota,0,0.0000,0.0000,0,0,0,0,48867,49048,4494,0.0826,89,1078
11,2021,1,Ohio,0,0.0000,0.0000,0,0,0,0,569354,384365,4758,0.1787,4174,23360
11,2021,1,Oklahoma,0,0.0000,0.0000,0,0,0,0,217734,220248,4069,0.2445,1946,7960
